sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT02287259_exc_0_T3_T1,don't have Diabetes and abnormal metabolism of sugar,abnormal metabolism of sugar,24,52,,don't have,0,10,N
NCT02287259_exc_53_T7_T5,not noticed as bipolar disorder,bipolar disorder,15,31,,not,0,3,N
NCT02287259_exc_147_T13_T12,don't have heart disease,heart disease,11,24,,don't have,0,10,N
NCT00752310_inc_0_T1_T2,"Non-smoking, or smoking no more than 10 cigarettes, or 2 cigars, or 2 pipes per day for at least 3 months prior to selection",smoking,4,11,,Non,0,3,N
NCT00752310_inc_0_T3_T2,"Non-smoking, or smoking no more than 10 cigarettes, or 2 cigars, or 2 pipes per day for at least 3 months prior to selection",smoking,4,11,,Non,0,3,N
NCT00752310_inc_319_T24_T22,"Healthy on the basis of a medical evaluation that reveals the absence of any clinically relevant abnormality and includes a physical examination, medical history, electrocardiogram (ECG), vital signs, and the results of blood biochemistry, blood coagulation, and hematology tests and a urinalysis carried out at screening.",abnormality,97,108,,absence,62,69,N
NCT01809041_exc_0_T1_T2,Patients are not expected to be alive for longer than 3 months.,expected to be alive,17,37,,not,13,16,N
NCT02332291_inc_23_T10_T9,"Current diagnosis of major depressive disorder (DSM-IV-TR), single episode, recurrent or chronic, without psychotic features, as detected by MINI and clinical exam.",psychotic features,106,124,,without,98,105,N
NCT02965443_exc_0_T4_T3,"Use of any oral antidiabetic treatment except for metformin (i.e., sulphonylureas, DPP-IV inhibitors, thiazolidinediones, SGLT-2 inhibitors (Sodium dependent glucose transporter) or GLP-1 analogues (glucagone like peptide) within the last three months prior to Screening",metformin,50,59,,except for,39,49,N
NCT02965443_exc_1797_T106_T105,Presence of psychiatric disorder or intake of anti-depressive or anti-psychotic agents with the exception of benzodiazepines and SSRIs/SNRI's (selective serotonin reuptake inhibitor),benzodiazepines,109,124,,with the exception of,87,108,N
NCT02965443_exc_1797_T107_T105,Presence of psychiatric disorder or intake of anti-depressive or anti-psychotic agents with the exception of benzodiazepines and SSRIs/SNRI's (selective serotonin reuptake inhibitor),SSRIs,129,134,,with the exception of,87,108,N
NCT02965443_exc_1797_T108_T105,Presence of psychiatric disorder or intake of anti-depressive or anti-psychotic agents with the exception of benzodiazepines and SSRIs/SNRI's (selective serotonin reuptake inhibitor),SNRI's,135,141,,with the exception of,87,108,N
NCT01959425_inc_35_T5_T4,Documented freedom from AF recurrence (symptomatic or asymptomatic arrhythmic recurrences lasting longer than 30 seconds) 3 months after successful cardiac ablation (AF recurrence during 3-month blanking period is excluded).,AF recurrence,24,37,,freedom,11,18,N
NCT02251249_inc_249_T25_T15,"No previous treatment with Clopidogrel, Prasugrel or Ticagrelor.",treatment,12,21,,No,0,2,N
NCT00679341_inc_210_T12_T14,No prior chemotherapy for their metastatic breast cancer (MBC).,chemotherapy,9,21,,No,0,2,N
NCT01116882_inc_1598_T68_T69,Target lesions(s) is (are) located in an infarct (if not treated with primary PCI) or non-infarct-related artery with a 70% or greater stenosis (by visual estimate) more than 72 hours following the ST segment elevation myocardial infarction (STEMI).,primary PCI,70,81,,not,53,56,N
NCT03560310_exc_516_T38_T39,Any condition other than coronary artery disease with a life expectancy <12 months,coronary artery disease,25,48,,other than,14,24,N
NCT03560310_exc_682_T51_T50,Atrioventricular block II and III in patients without pacemaker,pacemaker,54,63,,without,46,53,N
NCT01373684_inc_126_T16_T17,HBV DNA < 200 IU/ml during nucleos(t)ide analogue (except Telbivudine) treatment within one month prior to initiation of peginterferon alfa-2a,Telbivudine,58,69,,except,51,57,N
NCT03012984_exc_374_T37_T36,"Preoperative left ventricular ejection fraction < 30%, sick sinus syndrome, severe sinus bradycardia (< 50 beats per minute), or second-degree or above atrioventricular block without pacemaker;",pacemaker,183,192,,without,175,182,N
NCT03062358_inc_0_T7_T8,"Has a HCC diagnosis confirmed by radiology, histology, or cytology (fibrolamellar, and mixed hepatocellular/cholangiocarcinoma subtypes are not eligible)",mixed hepatocellular/cholangiocarcinoma subtype,87,134,,not eligible,140,152,N
NCT03062358_inc_0_T6_T8,"Has a HCC diagnosis confirmed by radiology, histology, or cytology (fibrolamellar, and mixed hepatocellular/cholangiocarcinoma subtypes are not eligible)",subtype fibrolamellar,,,"[(127, 134), (127, 140)]",not eligible,140,152,N
NCT03062358_inc_155_T18_T20,Has Barcelona Clinic Liver Cancer (BCLC) Stage C disease or BCLC Stage B disease not amenable to locoregional therapy or refractory to locoregional therapy and not amenable to a curative treatment approach,amenable to a curative treatment approach,85,126,,not,81,84,N
NCT02900443_exc_356_T26_T27,Current treatment with prednisone/prednisolone and/or immunosuppressive medication for an indication other than autoimmune hepatitis,autoimmune hepatitis,112,132,,other,101,106,N
NCT02872090_exc_46_T6_T5,previous history of respiratory disease other than COPD,COPD,51,55,,other than,40,50,N
NCT03134378_exc_301_T20_T18,"Patients are known to have impaired liver function, evidenced by ALT values within normal limits, and no previous liver disease.",liver disease,36,49,,no,14,16,N
NCT02924870_exc_0_T5_T4,"osteoarticular, neuromuscular or cognitive limitation that prevents ambulation",ambulation,68,78,,prevents,59,67,N
NCT02413970_inc_159_T9_T8,Documentation the subject not effectively treated with CPAP therapy.,CPAP therapy,55,67,,not,26,29,N
NCT02339974_exc_814_T27_T28,Implantation of a permanent pacemaker is excluded.,permanent pacemaker,18,37,,excluded,41,49,N
NCT02371200_exc_3_T7_T9,Does not have a documented history of generalized seizures.,generalized seizures,38,58,,not,5,8,N
NCT02371200_exc_67_T10_T11,Has not had a GTC seizure within the last year AND is not expected to have a reduction of anti-epileptic drugs during their hospital admission.,GTC seizure,14,25,,not,4,7,N
NCT02371200_exc_67_T14_T17,Has not had a GTC seizure within the last year AND is not expected to have a reduction of anti-epileptic drugs during their hospital admission.,reduction of anti-epileptic drugs,77,110,,not,4,7,N
NCT02371200_exc_262_T20_T21,The subject's upper arm circumference not adequate for proper fit of the EMG monitor (less than 14cm).,adequate for proper fit of the EMG monitor,42,84,,not,38,41,N
NCT03472508_inc_19_T8_T9,"(2)A diagnosis or previous diagnosis of essential hypertension, including anyone currently taking antihypertensive drugs; or for those who have not taken antihypertensive drugs within the last 2 weeks, two consecutive examinations were conducted at least one day apart, and both sitting blood pressure (mean value of 3 measurements) met the following criteria: diastolic blood pressure (DBP)",antihypertensive drugs,98,120,,not,144,147,N
NCT03472508_inc_19_T5_T9,"(2)A diagnosis or previous diagnosis of essential hypertension, including anyone currently taking antihypertensive drugs; or for those who have not taken antihypertensive drugs within the last 2 weeks, two consecutive examinations were conducted at least one day apart, and both sitting blood pressure (mean value of 3 measurements) met the following criteria: diastolic blood pressure (DBP)",essential hypertension,40,62,,not,144,147,N
NCT02385448_exc_0_T3_T2,Operative findings not suggestive of endometriotic cyst,suggestive,23,33,,not,19,22,N
NCT00970866_inc_180_T9_T10,HIV negative or status unknown (as from the Ante-natal card),HIV,0,3,,negative,4,12,N
NCT02437045_exc_0_T3_T2,Patient not expected to survive more than 4 days,more than 4 days,32,48,,not,8,11,N
NCT02437045_exc_408_T18_T17,Use of concomitant antimicrobials in the first 4 days after enrolment with known activity against Gram-negative bacilli (except trimethoprim/sulphamethoxazole may be continued as Pneumocystis prophylaxis).,rimethoprim/sulphamethoxazole,129,158,,except,121,127,N
NCT02519777_inc_2204_T28_T27,There should be no plasma HIV-1,plasma HIV-1 RNA,19,35,,no,16,18,N
NCT02519777_inc_2380_T42_T43,HAND is defined as at least mild impairment on neurocognitive testing (more than one standard deviation below appropriate normative data in two domains of functioning) and no severely confounding factors.,severely confounding factors,175,203,,no,122,124,N
NCT03196843_inc_529_T24_T25,without evidence of distant metastases.,distant metastases,20,38,,without,0,7,N
NCT03196843_inc_569_T27_T29,No contraindication to chemoradiotherapy.,contraindication,3,19,,No,0,2,N
NCT00527826_exc_179_T13_T16,"Known history of significant inflammatory disease, other than COPD (e.g. rheumatoid arthritis and systemic lupus erythematosus).",COPD,62,66,,other than,51,61,N
NCT02874092_exc_596_T42_T43,"Patients considered to be at risk of bradycardic events (e.g., known sick sinus syndrome or second or third degree atrioventricular [AV)] block) unless already treated with a permanent pacemaker",permanent pacemaker,175,194,,unless,145,151,N
NCT02874092_exc_1026_T70_T74,Females of child bearing potential not using acceptable method of birth control prior to or during study,method of birth control,56,79,,not,35,38,N
NCT01815580_inc_163_T15_T13,"No prior ART, including prior administration of pre- and post-exposure prophylaxis in the last 30 days",ART,9,12,,No,0,2,N
NCT01815580_inc_163_T17_T13,"No prior ART, including prior administration of pre- and post-exposure prophylaxis in the last 30 days",administration,30,44,,No,0,2,N
NCT03088280_exc_43_T9_T8,Patients who are planning to receive mycophenolate instead of everolimus,everolimus,62,72,,instead of,51,61,N
NCT00894712_inc_174_T7_T8,Patients must not have received prior radiation therapy to the breast.,radiation therapy,38,55,,not,14,17,N
NCT00894712_inc_246_T10_T13,Patients must not have active local-regional disease prior to registration.,local-regional disease,30,52,,not,14,17,N
NCT03344887_inc_0_T1_T2,All patients (excluding neonates) requiring one or more allogeneic RBC transfusions for the treatment of anemia will be included.,neonates,24,32,,excluding,14,23,N
NCT02225548_exc_796_T39_T40,"Subject with any underlying cardiovascular condition, including unstable angina pectoris, which preclude sexual activity",sexual activity,105,120,,preclude,96,104,N
NCT02225548_exc_1292_T57_T59,"Subjects with a history of surgical procedures for the treatment of benign prostate hypertrophy are permitted, with the exception of cryosurgery, cryotherapy or cryoablation",surgical procedures,27,46,,permitted,100,109,N
NCT02225548_exc_1292_T60_T100,"Subjects with a history of surgical procedures for the treatment of benign prostate hypertrophy are permitted, with the exception of cryosurgery, cryotherapy or cryoablation",cryosurgery,133,144,,with the exception of,9,30,N
NCT02225548_exc_1292_T61_T100,"Subjects with a history of surgical procedures for the treatment of benign prostate hypertrophy are permitted, with the exception of cryosurgery, cryotherapy or cryoablation",cryotherapy,146,157,,with the exception of,9,30,N
NCT02225548_exc_1292_T62_T100,"Subjects with a history of surgical procedures for the treatment of benign prostate hypertrophy are permitted, with the exception of cryosurgery, cryotherapy or cryoablation",cryoablation,161,173,,with the exception of,9,30,N
